medium,transaction_date,amount,description
secured line,9/24/2015,$57424.47,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque
Polarised,2/26/2016,$87351.88,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada
disintermediate,7/29/2016,$34692.78,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis
asymmetric,2/12/2016,$21972.59,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec
next generation,5/15/2016,$9488.86,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque
directional,4/4/2016,$26562.36,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec
Right-sized,4/13/2016,$3651.69,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas
flexibility,12/27/2015,$24975.80,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit
neutral,11/12/2015,$27001.43,nunc proin at turpis a pede posuere nonummy integer non velit donec
zero defect,7/23/2016,$17200.73,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas
disintermediate,7/30/2016,$18654.12,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque
even-keeled,1/8/2016,$64329.40,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed
Cross-group,12/1/2015,$27842.22,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus
solution,3/25/2016,$70035.32,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede
Robust,1/21/2016,$69730.97,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo
migration,6/14/2016,$89095.87,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate
system engine,10/8/2015,$63180.12,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer
4th generation,3/8/2016,$29288.68,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at
Optimized,2/15/2016,$69390.34,nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique
forecast,1/19/2016,$25546.74,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo
Innovative,8/5/2016,$24955.43,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam
Grass-roots,7/12/2016,$78146.11,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti
user-facing,7/13/2016,$47732.11,leo odio condimentum id luctus nec molestie sed justo pellentesque
Implemented,7/5/2016,$2892.60,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea
process improvement,5/20/2016,$77602.28,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat
multimedia,9/19/2015,$83420.82,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque
Function-based,9/11/2015,$90110.64,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac
Optional,2/19/2016,$77959.40,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet
protocol,1/27/2016,$64680.34,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor
Switchable,1/22/2016,$50338.05,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla
local,7/26/2016,$49494.11,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in
interactive,5/2/2016,$40936.66,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer
directional,10/1/2015,$63926.58,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt
hybrid,5/31/2016,$52849.69,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum
optimizing,10/3/2015,$10101.10,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean
multi-tasking,2/28/2016,$47972.92,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt
support,9/27/2015,$79155.12,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et
foreground,3/25/2016,$86239.07,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in
internet solution,12/17/2015,$17587.88,maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta
Ergonomic,9/10/2015,$54497.28,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices
full-range,7/9/2016,$81564.45,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec
Intuitive,8/27/2016,$20040.72,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum
Balanced,3/19/2016,$8688.17,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis
zero tolerance,4/13/2016,$88054.42,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi
Enhanced,2/27/2016,$95507.75,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur
Self-enabling,3/11/2016,$65547.76,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet
Reactive,2/13/2016,$77940.04,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend
knowledge base,8/27/2016,$65253.35,ut erat curabitur gravida nisi at nibh in hac habitasse platea
utilisation,5/11/2016,$90901.75,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla
Future-proofed,10/25/2015,$70145.19,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut
24/7,5/21/2016,$20234.76,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu
Up-sized,4/2/2016,$45622.41,in faucibus orci luctus et ultrices posuere cubilia curae nulla
moratorium,10/6/2015,$74749.08,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non
reciprocal,9/25/2015,$83955.63,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras
Streamlined,12/3/2015,$34558.27,cursus vestibulum proin eu mi nulla ac enim in tempor turpis
Versatile,3/9/2016,$62243.32,arcu sed augue aliquam erat volutpat in congue etiam justo etiam
knowledge user,9/8/2016,$30334.71,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum
global,1/8/2016,$37452.43,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo
Seamless,11/10/2015,$84704.92,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui
interface,4/26/2016,$30986.64,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a
hybrid,9/10/2015,$22727.56,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue
local,2/28/2016,$70159.31,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel
holistic,6/4/2016,$36129.60,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam
Phased,12/13/2015,$79393.85,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo
next generation,9/10/2015,$38059.48,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer
User-centric,8/5/2016,$99228.97,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum
Mandatory,11/30/2015,$24808.91,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra
paradigm,8/4/2016,$92634.93,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis
responsive,3/30/2016,$61819.38,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget
Multi-lateral,4/25/2016,$19748.96,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum
bi-directional,8/9/2016,$77267.98,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra
Phased,8/20/2016,$31857.18,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula
Focused,3/30/2016,$73321.20,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in
system engine,6/16/2016,$84197.44,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus
Compatible,8/10/2016,$11532.68,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat
initiative,1/5/2016,$69539.91,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit
approach,9/5/2016,$3648.76,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque
modular,8/22/2016,$72139.77,dui vel nisl duis ac nibh fusce lacus purus aliquet at
website,8/16/2016,$40569.52,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel
demand-driven,12/1/2015,$86761.00,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing
Total,9/3/2016,$41671.40,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra
incremental,2/3/2016,$16621.47,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec
6th generation,6/21/2016,$61833.94,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est
Mandatory,11/19/2015,$4213.53,accumsan felis ut at dolor quis odio consequat varius integer ac leo
encoding,9/13/2015,$54359.98,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero
value-added,10/11/2015,$63833.92,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed
process improvement,5/16/2016,$33959.98,duis aliquam convallis nunc proin at turpis a pede posuere
Intuitive,3/17/2016,$10587.15,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo
Fully-configurable,4/9/2016,$59201.80,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas
Ergonomic,12/11/2015,$1774.48,venenatis lacinia aenean sit amet justo morbi ut odio cras
approach,8/13/2016,$80184.56,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat
hub,10/31/2015,$66441.74,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc
real-time,5/17/2016,$40631.51,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam
throughput,7/17/2016,$79415.95,aliquam quis turpis eget elit sodales scelerisque mauris sit amet
hierarchy,8/13/2016,$60628.20,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper
neural-net,6/17/2016,$63502.26,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede
regional,11/13/2015,$93206.72,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat
transitional,5/17/2016,$62221.38,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at
composite,11/18/2015,$20382.05,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula
Persistent,8/30/2016,$50134.64,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id
content-based,2/24/2016,$91891.42,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec
Cloned,7/4/2016,$56245.71,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris
focus group,11/11/2015,$33131.66,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede
initiative,12/22/2015,$69003.93,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo
Customizable,7/11/2016,$69515.42,quisque arcu libero rutrum ac lobortis vel dapibus at diam nam
fault-tolerant,9/13/2015,$22789.44,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor
interactive,11/1/2015,$88644.04,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui
optimizing,12/26/2015,$19364.98,cubilia curae nulla dapibus dolor vel est donec odio justo
even-keeled,3/1/2016,$99315.25,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper
responsive,2/9/2016,$64854.07,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla
approach,10/2/2015,$67146.98,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa
needs-based,12/22/2015,$49473.26,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci
database,12/12/2015,$40675.20,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti
Quality-focused,12/6/2015,$50524.52,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet
responsive,2/20/2016,$23201.01,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere
Enhanced,8/23/2016,$96402.26,odio cras mi pede malesuada in imperdiet et commodo vulputate justo
portal,5/8/2016,$22810.24,nec sem duis aliquam convallis nunc proin at turpis a pede posuere
analyzing,7/9/2016,$17132.60,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent
full-range,10/13/2015,$61650.31,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor
directional,3/15/2016,$90087.53,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing
Future-proofed,5/27/2016,$95726.09,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris
initiative,5/16/2016,$73378.84,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut
multi-tasking,10/16/2015,$73059.99,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue
adapter,3/14/2016,$25399.69,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus
motivating,6/13/2016,$47564.81,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices
grid-enabled,11/20/2015,$60664.59,praesent blandit nam nulla integer pede justo lacinia eget tincidunt
Front-line,8/28/2016,$93436.08,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur
3rd generation,2/19/2016,$86569.94,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non
stable,4/17/2016,$70259.94,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor
Right-sized,5/3/2016,$92688.34,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec
heuristic,3/10/2016,$71329.37,eget rutrum at lorem integer tincidunt ante vel ipsum praesent
Stand-alone,7/6/2016,$97626.78,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit
Sharable,3/24/2016,$40051.29,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus
challenge,2/16/2016,$55024.17,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel
info-mediaries,6/29/2016,$70391.98,vel sem sed sagittis nam congue risus semper porta volutpat
Managed,2/19/2016,$16516.26,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla
capability,12/12/2015,$53182.87,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis
homogeneous,2/21/2016,$61310.79,sit amet sem fusce consequat nulla nisl nunc nisl duis
pricing structure,1/16/2016,$43481.24,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula
Multi-channelled,12/15/2015,$82100.23,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est
Programmable,12/13/2015,$23406.38,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac
non-volatile,9/24/2015,$94373.64,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices
model,5/26/2016,$87400.64,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam
modular,5/10/2016,$64904.59,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum
User-friendly,8/1/2016,$28353.56,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi
implementation,3/25/2016,$30053.72,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna
matrix,8/21/2016,$61654.22,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim
4th generation,11/3/2015,$30271.82,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim
User-friendly,4/12/2016,$46789.41,id consequat in consequat ut nulla sed accumsan felis ut at
Decentralized,12/7/2015,$52444.31,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede
interactive,1/6/2016,$35066.10,in purus eu magna vulputate luctus cum sociis natoque penatibus et
bifurcated,10/3/2015,$38374.31,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst
Total,5/31/2016,$17206.24,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante
Multi-layered,12/16/2015,$33153.22,morbi quis tortor id nulla ultrices aliquet maecenas leo odio
Virtual,10/20/2015,$11510.15,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel
structure,8/21/2016,$18958.66,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in
moratorium,2/4/2016,$82883.96,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue
productivity,1/26/2016,$73941.27,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu
local,11/5/2015,$15214.19,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget
projection,5/30/2016,$9352.75,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum
function,12/29/2015,$51508.54,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget
productivity,3/6/2016,$5115.01,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo
Organized,6/4/2016,$85232.17,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci
discrete,8/22/2016,$17390.04,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
Extended,6/25/2016,$11124.44,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla
client-driven,7/17/2016,$97886.95,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum
orchestration,6/9/2016,$20677.67,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci
challenge,10/7/2015,$6098.74,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget
strategy,4/16/2016,$86246.18,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet
collaboration,11/1/2015,$58747.46,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et
portal,10/21/2015,$92522.15,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis
high-level,11/17/2015,$62825.44,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum
Multi-layered,10/26/2015,$20509.82,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus
local,5/22/2016,$86614.09,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien
local area network,9/5/2016,$56179.26,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id
Optional,9/17/2015,$91693.87,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at
Customizable,4/18/2016,$1710.12,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id
dedicated,7/1/2016,$13649.07,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id
secured line,12/6/2015,$6642.23,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit
extranet,3/24/2016,$45229.31,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra
budgetary management,5/17/2016,$49678.90,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet
orchestration,1/2/2016,$60201.71,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula
multi-state,11/4/2015,$18390.02,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor
function,7/26/2016,$83314.48,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae
paradigm,3/8/2016,$58881.27,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla
transitional,12/19/2015,$68961.90,nibh fusce lacus purus aliquet at feugiat non pretium quis
parallelism,2/19/2016,$49717.37,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu
project,8/15/2016,$72953.12,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a
instruction set,5/27/2016,$78262.37,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam
methodical,6/22/2016,$72.98,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor
mission-critical,12/24/2015,$20799.45,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum
artificial intelligence,9/25/2015,$8005.91,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus
Profound,10/1/2015,$93344.51,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum
capability,8/23/2016,$8370.19,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet
Open-source,2/19/2016,$4001.20,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent
foreground,10/9/2015,$5674.21,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel
reciprocal,4/9/2016,$89314.37,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium
optimal,7/31/2016,$22358.61,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
Business-focused,1/1/2016,$37103.20,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed
attitude-oriented,1/9/2016,$60473.94,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed
analyzer,6/23/2016,$72444.18,eget rutrum at lorem integer tincidunt ante vel ipsum praesent
discrete,11/24/2015,$45552.36,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt
benchmark,2/28/2016,$35017.73,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in
maximized,8/16/2016,$44514.26,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam
even-keeled,7/11/2016,$42879.79,eu nibh quisque id justo sit amet sapien dignissim vestibulum
hub,9/9/2016,$18791.15,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo
help-desk,10/9/2015,$37762.09,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu
intangible,9/11/2015,$51979.44,ante ipsum primis in faucibus orci luctus et ultrices posuere
dedicated,12/30/2015,$52584.90,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget
Organic,3/27/2016,$59452.67,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et
Persevering,1/29/2016,$34893.06,at nibh in hac habitasse platea dictumst aliquam augue quam
Pre-emptive,11/28/2015,$5046.78,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu
Configurable,3/13/2016,$22471.27,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus
intranet,5/27/2016,$55925.92,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam
hierarchy,7/22/2016,$10285.52,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien
reciprocal,10/19/2015,$43075.24,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur
holistic,3/14/2016,$98208.29,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus
Function-based,3/13/2016,$7542.09,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie
emulation,8/28/2016,$62526.19,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla
explicit,1/26/2016,$55947.53,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet
Networked,6/10/2016,$84497.85,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit
Open-architected,3/9/2016,$37021.41,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula
database,7/13/2016,$17392.08,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus
grid-enabled,12/20/2015,$33158.73,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut
website,10/11/2015,$73069.03,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae
User-centric,11/1/2015,$82284.78,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis
open system,11/23/2015,$82634.12,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in
Ergonomic,6/11/2016,$95225.77,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra
methodical,2/15/2016,$22361.44,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu
projection,11/24/2015,$29564.72,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus
Organized,3/25/2016,$34959.93,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis
scalable,11/22/2015,$68982.37,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo
mobile,6/29/2016,$20429.81,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium
Multi-channelled,2/18/2016,$57160.78,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis
Managed,11/8/2015,$64208.03,nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor
