medium,transaction_date,amount,description
global,7/1/2016,$8.89,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh
website,11/8/2015,$6.55,nulla ac enim in tempor turpis nec euismod scelerisque quam
secured line,3/26/2016,$1.45,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet
intermediate,8/20/2016,$7.80,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis
demand-driven,2/23/2016,$2.85,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in
database,2/2/2016,$2.72,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus
adapter,11/15/2015,$1.43,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at
data-warehouse,11/26/2015,$7.95,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat
website,1/6/2016,$4.79,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus
Expanded,3/9/2016,$7.84,diam id ornare imperdiet sapien urna pretium nisl ut volutpat
protocol,2/3/2016,$8.02,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut
Diverse,6/25/2016,$7.99,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed
Vision-oriented,6/16/2016,$7.05,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl
cohesive,8/3/2016,$4.12,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum
responsive,3/14/2016,$9.53,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin
Compatible,12/12/2015,$5.51,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc
Multi-tiered,8/22/2016,$7.98,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae
Horizontal,6/18/2016,$8.61,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id
conglomeration,2/2/2016,$0.92,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut
Exclusive,3/20/2016,$1.62,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus
tertiary,11/25/2015,$4.31,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue
radical,5/21/2016,$8.70,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in
intangible,12/9/2015,$9.74,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst
even-keeled,2/22/2016,$2.34,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce
structure,11/14/2015,$1.34,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas
even-keeled,4/14/2016,$1.00,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo
modular,3/30/2016,$5.74,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante
Total,11/27/2015,$4.53,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut
3rd generation,10/13/2015,$4.03,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum
concept,11/13/2015,$8.17,libero convallis eget eleifend luctus ultricies eu nibh quisque id
client-server,10/20/2015,$4.40,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec
website,7/22/2016,$9.03,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer
workforce,7/4/2016,$5.17,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce
asynchronous,12/23/2015,$6.36,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam
multimedia,3/18/2016,$7.80,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst
system engine,1/7/2016,$3.35,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien
Object-based,9/11/2015,$8.71,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula
Inverse,9/19/2015,$4.26,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci
definition,10/13/2015,$6.01,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est
framework,4/14/2016,$4.31,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in
Profound,6/23/2016,$6.01,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit
non-volatile,1/11/2016,$6.96,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie
Stand-alone,11/25/2015,$7.18,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque
Function-based,5/10/2016,$0.57,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut
actuating,7/10/2016,$6.66,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis
cohesive,2/28/2016,$2.57,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a
success,5/16/2016,$4.65,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula
Assimilated,7/9/2016,$4.96,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci
attitude-oriented,1/5/2016,$6.18,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus
needs-based,12/21/2015,$0.42,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend
Cross-platform,8/23/2016,$7.93,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue
policy,2/11/2016,$8.74,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in
Horizontal,3/27/2016,$7.95,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper
modular,4/11/2016,$1.26,venenatis lacinia aenean sit amet justo morbi ut odio cras
Operative,6/17/2016,$4.76,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac
architecture,9/1/2016,$1.28,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero
data-warehouse,12/10/2015,$5.24,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id
motivating,1/2/2016,$2.19,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem
product,8/15/2016,$6.67,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada
Mandatory,6/2/2016,$0.12,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien
architecture,9/4/2016,$7.90,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus
Persevering,2/17/2016,$9.16,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis
Cloned,11/21/2015,$7.39,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse
firmware,2/19/2016,$2.00,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id
non-volatile,10/2/2015,$8.39,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam
composite,8/5/2016,$0.73,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci
tertiary,9/23/2015,$8.14,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla
static,9/1/2016,$9.33,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis
dynamic,1/26/2016,$2.86,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut
encompassing,10/27/2015,$3.16,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet
Virtual,2/25/2016,$2.79,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu
benchmark,4/16/2016,$8.85,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis
needs-based,11/30/2015,$9.01,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum
user-facing,12/12/2015,$1.47,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus
De-engineered,12/24/2015,$1.98,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue
Persistent,4/11/2016,$4.31,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi
Persistent,8/19/2016,$4.05,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat
Robust,12/24/2015,$9.16,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id
Profit-focused,10/6/2015,$2.73,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis
hierarchy,1/16/2016,$4.18,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu
heuristic,9/20/2015,$7.85,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus
capacity,5/28/2016,$2.89,lectus suspendisse potenti in eleifend quam a odio in hac
Open-architected,12/12/2015,$2.56,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus
multimedia,8/31/2016,$3.70,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus
Diverse,3/26/2016,$6.03,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh
disintermediate,7/7/2016,$3.29,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur
human-resource,2/23/2016,$8.82,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat
radical,3/9/2016,$4.44,ut massa volutpat convallis morbi odio odio elementum eu interdum
Down-sized,5/23/2016,$1.51,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci
Open-architected,3/31/2016,$1.71,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae
discrete,10/4/2015,$2.56,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices
Inverse,5/18/2016,$2.79,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est
collaboration,3/22/2016,$4.14,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit
Business-focused,12/25/2015,$4.89,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue
directional,12/31/2015,$1.36,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut
grid-enabled,8/9/2016,$8.32,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat
intangible,11/30/2015,$0.47,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu
initiative,1/20/2016,$5.32,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla
Profound,5/12/2016,$1.47,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien
interactive,5/31/2016,$7.77,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean
Mandatory,2/20/2016,$8.46,ultrices mattis odio donec vitae nisi nam ultrices libero non
Synergistic,3/22/2016,$3.28,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum
Monitored,1/19/2016,$3.57,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante
composite,11/21/2015,$2.28,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam
tertiary,5/25/2016,$6.78,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla
matrix,8/25/2016,$1.60,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue
utilisation,7/15/2016,$7.14,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit
Business-focused,6/19/2016,$0.93,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero
encoding,3/3/2016,$5.73,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id
Seamless,2/14/2016,$1.68,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi
instruction set,8/26/2016,$5.83,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at
open system,7/3/2016,$1.44,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes
Proactive,2/29/2016,$6.77,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam
focus group,8/18/2016,$7.21,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi
Cross-group,9/13/2015,$8.73,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius
throughput,6/9/2016,$5.69,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis
high-level,12/8/2015,$7.18,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes
moderator,8/12/2016,$3.26,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat
internet solution,1/14/2016,$0.11,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor
Object-based,12/20/2015,$9.57,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet
solution-oriented,9/28/2015,$8.21,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc
intangible,7/25/2016,$0.23,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at
Advanced,1/6/2016,$2.22,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem
workforce,10/16/2015,$6.10,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id
flexibility,7/6/2016,$2.22,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim
capability,9/7/2016,$6.86,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a
frame,2/24/2016,$0.71,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida
reciprocal,12/17/2015,$2.14,ligula sit amet eleifend pede libero quis orci nullam molestie
migration,7/1/2016,$0.79,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat
concept,10/2/2015,$0.69,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio
emulation,7/25/2016,$6.81,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl
success,12/22/2015,$7.83,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum
dynamic,3/16/2016,$4.73,nunc proin at turpis a pede posuere nonummy integer non
explicit,1/31/2016,$6.66,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo
product,1/23/2016,$1.53,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam
holistic,7/9/2016,$3.83,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis
User-centric,8/12/2016,$1.28,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit
intangible,11/16/2015,$8.52,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet
upward-trending,1/4/2016,$3.86,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae
methodology,5/22/2016,$3.81,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel
success,12/31/2015,$6.53,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam
ability,6/11/2016,$5.91,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa
full-range,3/21/2016,$2.89,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci
Focused,12/28/2015,$7.51,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam
Object-based,8/16/2016,$7.44,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet
Quality-focused,6/12/2016,$5.30,fusce consequat nulla nisl nunc nisl duis bibendum felis sed
multimedia,12/24/2015,$9.04,in est risus auctor sed tristique in tempus sit amet
intermediate,3/24/2016,$2.62,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus
budgetary management,11/13/2015,$3.89,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean
Mandatory,2/28/2016,$9.83,non pretium quis lectus suspendisse potenti in eleifend quam a odio in
help-desk,5/12/2016,$1.86,augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc
User-friendly,9/28/2015,$4.13,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla
3rd generation,6/11/2016,$9.36,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate
help-desk,4/7/2016,$2.76,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam
Ameliorated,4/6/2016,$0.22,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo
Polarised,11/22/2015,$9.05,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero
Multi-channelled,1/4/2016,$6.75,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc
scalable,11/19/2015,$6.69,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate
archive,8/7/2016,$8.97,mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum
methodical,9/13/2015,$9.49,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio
content-based,4/1/2016,$8.52,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi
portal,3/5/2016,$5.86,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris
Organized,12/2/2015,$3.35,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio
projection,6/25/2016,$7.68,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia
Progressive,2/15/2016,$8.26,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc
Versatile,6/22/2016,$0.41,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec
mission-critical,6/11/2016,$1.74,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus
exuding,2/24/2016,$4.87,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam
background,8/1/2016,$6.73,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper
Customizable,9/28/2015,$4.41,orci luctus et ultrices posuere cubilia curae donec pharetra magna
Monitored,8/21/2016,$9.21,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque
Fundamental,12/18/2015,$5.90,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo
upward-trending,9/27/2015,$9.89,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut
tertiary,10/23/2015,$9.87,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac
Monitored,2/22/2016,$1.20,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales
Optional,6/17/2016,$9.70,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem
knowledge base,11/25/2015,$0.93,purus phasellus in felis donec semper sapien a libero nam dui proin
multi-state,7/27/2016,$3.46,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis
dynamic,4/26/2016,$2.19,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis
structure,2/14/2016,$6.97,pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst
attitude-oriented,12/25/2015,$3.74,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus
budgetary management,7/26/2016,$9.78,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent
process improvement,12/15/2015,$3.92,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula
eco-centric,6/16/2016,$7.05,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non
Operative,12/20/2015,$2.81,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas
capacity,8/12/2016,$8.84,est congue elementum in hac habitasse platea dictumst morbi vestibulum
mission-critical,9/30/2015,$8.43,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio
Grass-roots,7/2/2016,$8.50,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante
model,1/30/2016,$1.88,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium
Total,1/18/2016,$8.32,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh
artificial intelligence,10/6/2015,$9.30,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel
logistical,5/31/2016,$8.89,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut
Customizable,3/6/2016,$1.98,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris
disintermediate,7/12/2016,$2.04,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi
Graphical User Interface,9/2/2016,$2.99,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet
extranet,10/24/2015,$9.58,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus
orchestration,10/28/2015,$7.53,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum
encoding,8/17/2016,$7.75,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor
systematic,11/16/2015,$7.93,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis
Cloned,6/12/2016,$0.12,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas
Ameliorated,11/9/2015,$9.31,massa volutpat convallis morbi odio odio elementum eu interdum eu
pricing structure,7/25/2016,$2.03,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur
workforce,9/14/2015,$3.78,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue
modular,3/30/2016,$0.16,in leo maecenas pulvinar lobortis est phasellus sit amet erat
Quality-focused,10/10/2015,$0.23,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit
monitoring,9/21/2015,$0.75,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id
Stand-alone,11/18/2015,$2.50,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit
concept,12/8/2015,$0.50,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo
core,5/14/2016,$4.24,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at
monitoring,12/18/2015,$0.43,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst
next generation,11/1/2015,$4.98,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit
Up-sized,9/15/2015,$9.67,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam
Operative,12/2/2015,$7.67,maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque
success,3/19/2016,$1.34,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse
bottom-line,5/24/2016,$2.84,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor
Versatile,9/27/2015,$7.77,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis
regional,1/7/2016,$8.12,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea
encryption,5/23/2016,$1.96,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie
ability,12/29/2015,$3.86,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien
intangible,7/13/2016,$6.80,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante
Object-based,4/8/2016,$2.58,mi in porttitor pede justo eu massa donec dapibus duis
Decentralized,1/3/2016,$3.27,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient
maximized,10/18/2015,$9.80,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec
optimizing,10/21/2015,$7.84,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui
holistic,5/9/2016,$9.23,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet
product,2/6/2016,$3.93,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede
Visionary,9/7/2016,$6.85,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat
explicit,2/18/2016,$8.37,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in
zero tolerance,10/6/2015,$6.84,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla
access,7/22/2016,$4.66,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse
strategy,10/25/2015,$5.35,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh
contextually-based,12/27/2015,$0.59,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus
Organized,1/29/2016,$4.51,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat
actuating,12/29/2015,$7.38,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur
service-desk,6/2/2016,$1.23,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer
parallelism,1/21/2016,$8.88,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis
model,2/29/2016,$1.00,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras
client-server,5/4/2016,$2.49,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet
