merchant_id,medium,purchase_date,amount,description
73-011-4517,utilisation,7/11/2016,$80560.97,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
05-933-9698,collaboration,12/4/2015,$23664.68,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra
66-126-0640,database,6/26/2016,$72211.82,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id
47-001-5017,24/7,12/28/2015,$42328.02,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis
52-621-8111,matrix,1/13/2016,$86449.36,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed
99-522-8835,contingency,1/9/2016,$2781.74,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae
47-802-9391,utilisation,2/6/2016,$45750.43,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu
57-469-3389,4th generation,7/9/2016,$23207.61,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit
69-599-2696,Digitized,5/13/2016,$76679.58,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo
76-195-6718,Virtual,1/25/2016,$32384.58,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio
93-019-9769,dedicated,1/24/2016,$50603.38,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere
02-934-7844,process improvement,9/9/2016,$39133.03,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit
23-570-3230,Mandatory,7/13/2016,$96993.23,ut dolor morbi vel lectus in quam fringilla rhoncus mauris
36-824-0868,analyzing,3/12/2016,$20664.50,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui
16-334-2230,contingency,10/30/2015,$35299.53,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed
80-286-4016,neutral,12/20/2015,$94433.97,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede
54-758-2863,mobile,5/24/2016,$87249.80,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc
44-442-9598,encoding,2/28/2016,$32439.92,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus
59-724-1507,Universal,4/1/2016,$31628.43,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu
89-185-3128,local area network,5/23/2016,$70488.31,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis
80-899-4639,Integrated,3/5/2016,$65185.80,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean
62-835-6582,time-frame,10/27/2015,$31688.86,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit
81-087-9999,Optional,4/15/2016,$89627.16,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget
63-330-2816,local area network,4/3/2016,$76301.75,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis
96-958-2622,Customizable,8/9/2016,$76546.86,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus
45-762-5084,complexity,1/2/2016,$9752.10,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus
78-493-4950,Object-based,2/21/2016,$18559.11,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet
19-000-9956,Graphical User Interface,2/25/2016,$15190.91,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed
46-942-8567,multi-state,8/29/2016,$40877.10,neque duis bibendum morbi non quam nec dui luctus rutrum nulla
10-756-9117,database,10/29/2015,$27826.09,molestie sed justo pellentesque viverra pede ac diam cras pellentesque
30-894-4123,project,8/22/2016,$84344.73,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus
12-325-6986,forecast,3/19/2016,$62133.97,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor
14-553-4796,Re-engineered,1/28/2016,$250.01,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices
19-923-6962,collaboration,12/14/2015,$49963.37,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero
48-406-6947,Future-proofed,5/14/2016,$67670.56,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien
98-476-6032,Open-architected,12/20/2015,$15421.13,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi
60-093-9974,5th generation,10/8/2015,$62036.32,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc
49-227-8158,reciprocal,7/9/2016,$52783.06,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt
65-215-5518,database,2/6/2016,$18490.08,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum
60-492-8183,Synergized,3/5/2016,$92691.02,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
80-824-8114,Diverse,9/13/2015,$63587.69,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque
20-957-6552,intangible,2/22/2016,$99605.39,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate
03-009-2911,concept,6/17/2016,$19096.80,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum
67-091-3829,User-friendly,4/4/2016,$27021.57,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada
54-117-5744,asymmetric,4/26/2016,$63804.43,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt
15-801-4490,Stand-alone,1/25/2016,$65498.67,sed interdum venenatis turpis enim blandit mi in porttitor pede justo
57-957-1398,capacity,3/10/2016,$95631.71,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat
05-440-4173,core,12/12/2015,$69646.65,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet
28-123-2889,success,8/2/2016,$85389.07,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed
67-495-1079,Secured,7/24/2016,$37851.91,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio
44-856-8745,disintermediate,1/2/2016,$31676.95,nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique
56-568-7009,asynchronous,9/4/2016,$64050.70,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat
03-130-7223,real-time,3/20/2016,$64027.59,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus
67-837-0317,Switchable,10/23/2015,$18761.21,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra
94-858-6151,artificial intelligence,8/25/2016,$79498.47,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa
48-150-7918,Switchable,10/14/2015,$85289.71,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam
55-078-3636,flexibility,3/14/2016,$49484.64,nulla elit ac nulla sed vel enim sit amet nunc viverra
15-587-1064,website,12/1/2015,$55063.70,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit
03-607-1103,Optional,12/14/2015,$5073.54,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus
48-393-6854,toolset,2/9/2016,$46410.35,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam
02-285-7825,bi-directional,3/6/2016,$63009.18,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis
46-516-4637,Focused,7/22/2016,$98598.80,est et tempus semper est quam pharetra magna ac consequat
71-000-5949,Managed,4/12/2016,$79854.81,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus
94-177-0679,composite,7/6/2016,$77715.95,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis
62-075-5365,actuating,9/13/2015,$28577.05,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi
18-481-6905,Customer-focused,10/18/2015,$19830.52,vel nisl duis ac nibh fusce lacus purus aliquet at
83-180-0019,Fully-configurable,8/15/2016,$62903.82,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec
97-137-7984,didactic,2/26/2016,$52149.44,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec
14-208-3294,leading edge,5/5/2016,$8232.01,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula
69-402-1582,standardization,1/12/2016,$13549.27,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean
72-785-9539,encoding,9/25/2015,$60523.27,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec
70-031-8635,disintermediate,12/12/2015,$99399.71,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia
81-097-7708,orchestration,1/2/2016,$58661.97,curae nulla dapibus dolor vel est donec odio justo sollicitudin
34-103-8368,mission-critical,6/15/2016,$24827.19,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan
47-037-7701,client-driven,7/31/2016,$48802.13,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis
92-262-2374,zero administration,9/17/2015,$6132.76,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris
89-316-4188,logistical,11/20/2015,$5539.17,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede
01-504-4159,access,2/23/2016,$96767.81,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris
62-751-3749,instruction set,3/22/2016,$38794.95,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus
20-526-4908,Proactive,2/10/2016,$13367.43,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce
31-300-6889,access,6/27/2016,$21228.87,amet lobortis sapien sapien non mi integer ac neque duis
96-169-4665,complexity,4/23/2016,$26456.01,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue
43-954-4741,definition,1/28/2016,$19660.39,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient
18-538-4978,emulation,3/3/2016,$2072.41,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in
89-979-3071,Re-engineered,5/25/2016,$82088.83,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non
37-181-3951,local area network,9/23/2015,$78181.66,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis
23-118-1614,Business-focused,11/17/2015,$68691.10,phasellus id sapien in sapien iaculis congue vivamus metus arcu
99-950-4780,coherent,3/6/2016,$47114.97,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent
44-174-3165,contingency,7/25/2016,$54508.53,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus
69-355-4172,access,1/25/2016,$36801.29,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a
72-575-0609,moderator,6/15/2016,$20989.89,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur
71-861-3614,structure,6/12/2016,$38657.05,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia
03-416-9407,tangible,8/20/2016,$65616.62,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec
04-168-3598,benchmark,8/5/2016,$5490.13,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor
12-467-3427,tangible,12/18/2015,$56441.90,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio
71-994-0642,knowledge base,5/8/2016,$48804.51,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
38-329-4457,definition,2/4/2016,$34919.86,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim
37-136-0098,Up-sized,1/22/2016,$41137.50,porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea
76-448-9897,paradigm,7/20/2016,$88258.49,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet
17-820-8996,moderator,8/1/2016,$97238.92,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum
31-441-0215,neutral,6/6/2016,$75970.38,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque
02-381-2646,hardware,3/27/2016,$47532.14,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut
49-941-5756,Enhanced,12/20/2015,$25990.13,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi
78-068-1195,open system,7/29/2016,$76820.44,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae
62-227-1349,help-desk,4/7/2016,$46121.15,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat
99-216-9922,clear-thinking,11/12/2015,$15391.83,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor
43-314-4524,secured line,7/1/2016,$62070.80,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit
85-391-4649,service-desk,6/1/2016,$45171.32,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis
00-348-3243,alliance,11/13/2015,$9374.58,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit
79-999-0930,Stand-alone,10/14/2015,$97518.03,nulla suspendisse potenti cras in purus eu magna vulputate luctus
77-013-5785,Exclusive,11/27/2015,$38676.26,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate
19-238-9656,24 hour,8/28/2016,$4871.82,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum
26-541-8309,local area network,9/28/2015,$11112.63,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue
63-437-6727,bifurcated,1/18/2016,$3714.46,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel
27-593-4563,parallelism,12/22/2015,$20960.81,morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis
61-056-1268,groupware,6/20/2016,$38568.17,ullamcorper augue a suscipit nulla elit ac nulla sed vel
91-484-9177,multimedia,4/15/2016,$90108.71,amet sem fusce consequat nulla nisl nunc nisl duis bibendum
60-957-3510,circuit,4/29/2016,$21402.66,semper sapien a libero nam dui proin leo odio porttitor id
16-935-0782,infrastructure,8/1/2016,$35187.02,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit
15-852-9134,knowledge user,7/12/2016,$38048.01,maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc
35-706-3845,extranet,7/5/2016,$20852.78,massa donec dapibus duis at velit eu est congue elementum in hac habitasse
25-367-3538,emulation,1/13/2016,$94985.68,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat
79-624-4671,fault-tolerant,4/22/2016,$56038.95,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla
28-788-5754,Persistent,5/25/2016,$89439.91,lorem quisque ut erat curabitur gravida nisi at nibh in
00-830-0066,leading edge,12/24/2015,$25520.61,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae
63-104-0474,Managed,5/9/2016,$97156.10,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id
95-206-0665,Synergized,4/4/2016,$95086.82,suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem
56-790-7269,Monitored,7/28/2016,$28110.11,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas
14-242-2375,attitude,11/29/2015,$318.47,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris
50-860-7964,Exclusive,7/6/2016,$77158.08,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc
70-850-7547,national,10/24/2015,$71309.14,arcu sed augue aliquam erat volutpat in congue etiam justo
52-122-8012,Reduced,2/9/2016,$95697.15,nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam
57-264-5396,Multi-channelled,7/10/2016,$63908.76,porttitor pede justo eu massa donec dapibus duis at velit eu
99-948-2795,toolset,3/3/2016,$83042.54,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
56-990-4875,even-keeled,12/1/2015,$53123.26,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis
24-828-5574,Pre-emptive,9/4/2016,$89897.34,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat
03-833-8085,web-enabled,2/10/2016,$24588.71,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede
46-799-8400,Innovative,3/9/2016,$72380.62,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum
72-917-9823,dynamic,4/17/2016,$21228.70,nulla ut erat id mauris vulputate elementum nullam varius nulla
62-193-9099,Right-sized,2/6/2016,$17306.08,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in
14-880-9052,Cloned,7/23/2016,$93080.93,accumsan felis ut at dolor quis odio consequat varius integer ac leo
58-190-3370,Decentralized,4/15/2016,$46494.00,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis
57-548-8449,Profound,5/7/2016,$51672.80,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus
71-769-5907,groupware,2/12/2016,$31517.05,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices
42-369-2602,array,11/5/2015,$21065.88,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean
55-773-9069,fresh-thinking,7/28/2016,$1635.67,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id
53-479-4267,Team-oriented,8/22/2016,$75248.14,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam
34-136-7552,circuit,5/18/2016,$62540.49,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis
26-237-9696,Public-key,7/22/2016,$87215.08,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse
16-269-9931,Cross-group,1/10/2016,$78389.31,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec
25-184-8106,hierarchy,7/30/2016,$66380.84,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed
01-141-6108,framework,3/31/2016,$19715.06,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue
49-682-2788,focus group,5/11/2016,$47666.11,morbi non quam nec dui luctus rutrum nulla tellus in
19-471-6652,Enterprise-wide,2/7/2016,$55518.94,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio
10-029-2915,tangible,3/25/2016,$8460.56,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan
56-129-3988,monitoring,5/28/2016,$87666.25,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula
82-014-3323,groupware,2/17/2016,$17416.30,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit
21-031-7374,Expanded,10/9/2015,$92479.02,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque
65-402-7481,moratorium,9/1/2016,$42459.23,consequat ut nulla sed accumsan felis ut at dolor quis
98-990-5246,intranet,11/5/2015,$96713.44,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed
63-036-2152,Balanced,12/2/2015,$88082.15,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed
29-193-3600,Advanced,7/15/2016,$50510.92,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci
54-748-6285,Graphic Interface,3/30/2016,$44262.25,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in
92-954-1096,groupware,7/8/2016,$82845.96,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula
31-538-0632,interactive,8/6/2016,$84541.74,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi
82-619-6055,workforce,7/31/2016,$31167.75,odio cras mi pede malesuada in imperdiet et commodo vulputate
44-335-0025,Horizontal,6/10/2016,$62971.70,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula
16-535-7013,Polarised,2/24/2016,$41684.57,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin
29-242-6984,Public-key,11/13/2015,$37573.57,sed tristique in tempus sit amet sem fusce consequat nulla
18-550-3940,User-centric,12/12/2015,$45638.96,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem
02-024-5279,Synergistic,6/26/2016,$53771.39,auctor sed tristique in tempus sit amet sem fusce consequat
33-098-3265,multimedia,8/29/2016,$23348.19,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit
52-942-5952,conglomeration,2/10/2016,$79385.11,pellentesque quisque porta volutpat erat quisque erat eros viverra eget
51-896-9288,toolset,12/1/2015,$28504.71,venenatis lacinia aenean sit amet justo morbi ut odio cras mi
87-981-4609,user-facing,11/30/2015,$76093.50,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi
41-902-9705,national,4/22/2016,$36592.34,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper
58-542-9723,database,9/14/2015,$50878.75,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis
55-993-3145,attitude,10/5/2015,$7584.35,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus
47-544-1907,time-frame,9/24/2015,$53144.08,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti
61-560-2168,needs-based,9/10/2015,$94518.06,primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae
42-997-3377,systematic,11/16/2015,$72624.62,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis
54-597-1923,Phased,10/2/2015,$32192.93,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi
10-455-1603,Multi-channelled,10/23/2015,$2530.76,dui vel sem sed sagittis nam congue risus semper porta volutpat quam
21-857-1513,contingency,2/21/2016,$54458.84,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla
90-894-3780,Distributed,5/31/2016,$73441.88,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at
67-893-8175,info-mediaries,1/11/2016,$77136.95,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra
93-393-1809,Public-key,4/24/2016,$34536.03,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt
75-357-4354,demand-driven,8/16/2016,$37084.89,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis
62-259-9416,productivity,1/17/2016,$58635.58,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat
14-645-5187,fault-tolerant,12/13/2015,$63062.45,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis
70-480-3071,monitoring,1/12/2016,$22923.14,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at
61-401-5072,Automated,6/1/2016,$73010.34,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus
62-852-5991,analyzing,3/26/2016,$13135.52,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in
16-992-9057,software,7/29/2016,$87973.88,et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et
37-229-6554,Managed,3/16/2016,$95688.03,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat
65-166-0592,optimal,8/23/2016,$49621.69,pede justo eu massa donec dapibus duis at velit eu est
75-133-3926,directional,7/29/2016,$1714.48,at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium
43-438-2616,initiative,10/16/2015,$13279.73,sit amet cursus id turpis integer aliquet massa id lobortis convallis
28-466-9461,Digitized,5/27/2016,$56904.69,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus
98-529-2620,mobile,8/11/2016,$47266.71,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id
06-245-8990,utilisation,10/10/2015,$84779.35,purus phasellus in felis donec semper sapien a libero nam
47-367-5231,focus group,11/21/2015,$91710.70,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac
66-753-1570,even-keeled,6/27/2016,$83575.46,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent
17-801-5507,Sharable,1/9/2016,$80160.84,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus
55-063-7591,Seamless,11/22/2015,$48719.61,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis
48-503-9219,Graphic Interface,6/14/2016,$52745.86,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum
06-286-6592,Exclusive,6/17/2016,$10813.59,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero
56-407-1689,capacity,2/1/2016,$71568.14,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante
89-709-3295,Reverse-engineered,10/19/2015,$62835.85,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem
27-373-0465,Compatible,5/12/2016,$81564.32,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl
32-030-1080,database,5/23/2016,$15816.25,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus
18-545-4921,reciprocal,4/10/2016,$33031.40,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices
96-526-8076,Horizontal,4/15/2016,$98167.37,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate
70-837-9791,Face to face,9/10/2015,$39078.27,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id
