medium,payee_id,amount,transaction_date,description
tertiary,56-850-0517,$74921.96,8/2/2016,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie
project,10-312-7904,$58209.87,2/15/2016,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis
bi-directional,91-933-6117,$87283.43,7/19/2016,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et
infrastructure,01-528-5666,$70856.20,4/22/2016,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam
scalable,67-472-5681,$74371.23,5/26/2016,dolor sit amet consectetuer adipiscing elit proin interdum mauris non
Progressive,89-871-3741,$23699.68,12/21/2015,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis
stable,34-441-1785,$76177.23,4/10/2016,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis
regional,45-464-5585,$13709.85,1/14/2016,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer
heuristic,59-184-4045,$51142.72,12/12/2015,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui
Graphical User Interface,61-264-1743,$67919.68,7/2/2016,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer
open system,93-160-6901,$42288.84,7/11/2016,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis
framework,00-204-8581,$24361.47,8/25/2016,nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu
framework,75-926-1293,$72718.22,4/12/2016,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque
initiative,23-121-8127,$33600.71,12/12/2015,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut
Open-architected,91-640-3544,$15755.92,10/27/2015,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu
Polarised,40-259-0309,$92084.63,5/21/2016,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis
Customizable,19-069-6796,$8344.22,4/26/2016,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa
Managed,64-872-7915,$25012.07,9/12/2015,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et
User-friendly,79-808-8437,$74677.99,5/20/2016,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum
Triple-buffered,51-319-2483,$49709.15,4/21/2016,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla
instruction set,49-113-5162,$49973.62,9/20/2015,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non
migration,38-519-3972,$81508.85,1/22/2016,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor
incremental,55-806-5410,$5100.30,8/21/2016,ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis
Upgradable,94-649-4091,$32612.34,6/28/2016,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean
client-server,94-058-6138,$79484.63,1/21/2016,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo
reciprocal,61-082-2539,$6094.35,5/18/2016,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec
database,69-730-7150,$81519.81,4/3/2016,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in
analyzing,82-130-2679,$71590.46,5/3/2016,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie
methodical,23-358-2507,$45503.05,11/11/2015,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus
installation,46-549-1962,$41193.35,5/8/2016,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
multimedia,60-908-5762,$97411.54,7/16/2016,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac
Intuitive,41-032-3661,$48948.35,3/30/2016,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl
mobile,24-351-1703,$51284.35,4/11/2016,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas
radical,39-924-8634,$14799.26,8/31/2016,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit
moderator,88-340-7726,$11088.20,4/26/2016,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien
user-facing,64-642-1715,$6652.06,6/5/2016,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui
knowledge base,70-004-3591,$55819.85,3/23/2016,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper
Multi-tiered,22-128-9051,$19450.39,1/6/2016,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec
uniform,68-058-5819,$89636.67,5/9/2016,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus
Realigned,28-507-9504,$71827.30,2/23/2016,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae
archive,67-148-9914,$92386.08,2/21/2016,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat
4th generation,49-117-7648,$62615.15,4/12/2016,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac
Managed,25-419-2586,$50586.57,10/1/2015,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse
focus group,70-987-5625,$58523.28,1/24/2016,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor
dedicated,05-615-7594,$66071.56,5/11/2016,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor
multi-tasking,52-603-5360,$72773.93,5/25/2016,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis
asynchronous,94-813-5058,$7870.14,1/18/2016,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus
composite,63-844-9877,$95675.12,4/9/2016,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices
instruction set,69-255-8158,$25095.16,1/28/2016,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci
bifurcated,73-292-2002,$12594.26,1/14/2016,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium
Reactive,75-076-1996,$57000.47,11/14/2015,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam
homogeneous,90-146-0797,$19552.99,5/2/2016,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed
service-desk,47-794-7532,$1778.27,7/31/2016,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id
Mandatory,55-164-8439,$95184.45,5/27/2016,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam
knowledge base,91-646-0086,$53111.54,8/17/2016,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat
Phased,24-555-8104,$98588.32,8/11/2016,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare
standardization,89-138-4244,$22621.73,4/12/2016,nibh ligula nec sem duis aliquam convallis nunc proin at turpis
Stand-alone,16-569-8509,$25630.88,12/20/2015,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique
didactic,78-076-7802,$9285.15,12/17/2015,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus
firmware,86-532-9079,$49477.77,3/31/2016,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit
Quality-focused,73-280-5353,$4563.48,3/10/2016,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh
real-time,58-935-5580,$36272.14,5/14/2016,consequat lectus in est risus auctor sed tristique in tempus sit
Organic,88-396-7599,$20885.83,2/13/2016,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus
Assimilated,38-315-5816,$85514.98,1/27/2016,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum
tangible,34-439-0401,$4697.25,12/23/2015,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam
intranet,53-150-6435,$68062.61,3/7/2016,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla
tangible,54-517-5251,$91897.33,3/3/2016,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio
contextually-based,31-255-5651,$28651.45,1/22/2016,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia
strategy,57-375-6930,$45559.97,8/1/2016,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac
Future-proofed,69-764-4712,$2849.55,3/17/2016,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea
Visionary,86-581-8213,$56277.30,11/16/2015,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede
Phased,10-077-5098,$66851.06,11/7/2015,at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam
tertiary,36-616-6049,$69573.60,5/2/2016,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit
uniform,65-354-1899,$20303.92,9/19/2015,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas
focus group,99-812-6850,$63757.72,12/29/2015,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst
throughput,01-800-5759,$55838.44,2/8/2016,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris
Expanded,53-181-5870,$91110.00,11/19/2015,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat
composite,02-078-6166,$32224.27,1/13/2016,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat
Adaptive,85-170-4288,$19798.18,7/6/2016,nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices
Mandatory,12-770-0099,$92437.49,5/6/2016,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue
transitional,89-458-8309,$58785.30,8/27/2016,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus
eco-centric,59-426-1701,$50713.56,10/1/2015,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam
Triple-buffered,12-603-8210,$88710.23,11/24/2015,tortor risus dapibus augue vel accumsan tellus nisi eu orci
approach,05-104-1149,$15210.22,7/23/2016,rutrum neque aenean auctor gravida sem praesent id massa id nisl
leverage,65-156-4137,$67923.02,9/21/2015,sapien quis libero nullam sit amet turpis elementum ligula vehicula
emulation,70-281-5660,$42664.03,10/28/2015,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet
Enterprise-wide,93-700-9275,$50299.94,5/31/2016,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero
reciprocal,78-667-1528,$78397.52,3/17/2016,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis
capability,61-080-7416,$31992.37,2/9/2016,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper
Configurable,96-980-0827,$25963.57,2/2/2016,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac
budgetary management,75-208-7429,$86305.09,1/24/2016,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus
Graphic Interface,73-499-0640,$70863.46,5/3/2016,eu sapien cursus vestibulum proin eu mi nulla ac enim in
Enhanced,42-711-4339,$27805.84,10/5/2015,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id
framework,10-199-8187,$80901.88,12/5/2015,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi
mobile,33-016-0467,$51784.30,6/16/2016,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus
high-level,25-400-6331,$38880.44,12/5/2015,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in
open system,91-843-5201,$38702.95,6/2/2016,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce
time-frame,89-542-1711,$94590.67,8/8/2016,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna
structure,86-147-1465,$12182.45,11/11/2015,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla
Open-architected,26-461-2564,$99819.77,11/17/2015,pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse
Robust,07-152-9066,$27638.29,2/8/2016,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus
alliance,72-900-0415,$19530.42,10/2/2015,pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at
composite,91-758-5189,$11664.85,6/24/2016,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat
projection,92-132-6687,$22295.14,6/29/2016,non mauris morbi non lectus aliquam sit amet diam in magna bibendum
challenge,02-951-5316,$66091.82,1/13/2016,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet
Fully-configurable,78-091-1989,$64764.80,12/21/2015,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque
disintermediate,56-513-7693,$94552.00,3/2/2016,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque
exuding,17-274-8601,$88997.91,1/23/2016,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut
Operative,14-698-3557,$86874.99,2/11/2016,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet
application,19-674-5967,$78899.10,7/22/2016,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl
task-force,35-468-1858,$54908.46,12/14/2015,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla
Compatible,21-231-6504,$36674.80,6/2/2016,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque
capacity,46-074-3627,$97513.13,6/21/2016,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede
standardization,76-326-2011,$87864.23,11/24/2015,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id
fault-tolerant,80-280-1428,$19224.79,11/6/2015,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt
ability,24-579-2727,$11683.26,8/21/2016,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar
knowledge base,18-844-4287,$44716.89,2/6/2016,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra
process improvement,24-118-8053,$86213.55,5/13/2016,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec
Extended,27-169-0254,$3993.31,12/19/2015,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla
groupware,90-364-1110,$2647.63,2/29/2016,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi
Function-based,12-238-0932,$17783.38,8/13/2016,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas
Realigned,40-400-6346,$76700.26,7/21/2016,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio
architecture,92-216-7275,$92412.57,2/5/2016,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue
Streamlined,62-849-2995,$61277.82,2/2/2016,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu
radical,79-892-2701,$50764.06,5/20/2016,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio
Compatible,59-361-0538,$6562.31,1/31/2016,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan
local,58-811-4068,$58872.93,3/12/2016,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec
uniform,64-633-9091,$8543.25,12/20/2015,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis
composite,54-359-5040,$71214.68,12/28/2015,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl
interactive,98-162-1238,$66905.36,4/28/2016,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue
algorithm,69-157-0109,$67431.65,6/2/2016,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim
policy,87-382-7302,$96174.72,12/5/2015,est et tempus semper est quam pharetra magna ac consequat metus sapien
value-added,91-619-1099,$43105.29,10/16/2015,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
Proactive,62-736-6742,$16544.23,2/24/2016,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget
Distributed,46-974-6061,$34246.76,5/31/2016,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis
middleware,28-213-9267,$62949.00,8/24/2016,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim
transitional,40-876-2442,$34345.13,9/12/2015,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit
optimal,30-407-1503,$25995.53,12/4/2015,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel
Enterprise-wide,00-049-3352,$63281.25,11/14/2015,consequat ut nulla sed accumsan felis ut at dolor quis odio
Assimilated,18-743-2171,$92358.72,9/2/2016,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi
didactic,55-241-6944,$33588.76,5/11/2016,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi
Ergonomic,44-693-5087,$34978.35,9/13/2015,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi
secured line,60-933-2730,$61087.62,10/2/2015,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis
solution-oriented,26-630-9495,$13425.80,2/7/2016,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper
context-sensitive,11-760-0200,$66450.88,5/20/2016,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat
bifurcated,99-931-2095,$90486.90,10/28/2015,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio
Optimized,61-596-9937,$40176.33,3/19/2016,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes
challenge,73-032-5446,$80865.65,8/1/2016,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue
Face to face,42-461-5792,$41732.45,9/19/2015,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam
human-resource,71-274-4425,$66365.62,12/12/2015,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac
Virtual,85-124-0872,$97524.70,1/18/2016,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo
Progressive,14-449-9221,$16227.82,5/2/2016,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum
Cross-platform,10-497-5136,$26940.50,1/14/2016,sit amet eleifend pede libero quis orci nullam molestie nibh in
initiative,82-284-2265,$69647.21,8/24/2016,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio
customer loyalty,31-614-5275,$27175.72,11/2/2015,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit
data-warehouse,90-992-1756,$96656.48,9/28/2015,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum
artificial intelligence,99-354-4532,$45596.30,7/4/2016,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
Up-sized,67-843-2454,$36242.48,2/21/2016,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula
access,65-604-1616,$64671.71,11/11/2015,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi
24 hour,40-257-1832,$27305.71,11/13/2015,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit
human-resource,52-985-6416,$86777.15,8/27/2016,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales
fault-tolerant,58-769-2333,$79690.28,1/26/2016,lobortis est phasellus sit amet erat nulla tempus vivamus in
Virtual,22-801-0799,$19491.96,4/8/2016,urna ut tellus nulla ut erat id mauris vulputate elementum nullam
intermediate,44-563-8470,$32592.76,11/4/2015,vel nulla eget eros elementum pellentesque quisque porta volutpat erat
modular,05-691-6796,$33310.10,3/27/2016,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus
forecast,38-181-5829,$44763.36,5/7/2016,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing
mobile,49-258-7338,$33069.83,12/12/2015,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas
Quality-focused,52-525-7937,$91471.92,6/18/2016,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat
foreground,28-065-4592,$48310.05,10/4/2015,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede
workforce,68-110-3960,$34575.08,10/5/2015,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec
Persevering,00-380-5481,$28501.11,9/28/2015,condimentum id luctus nec molestie sed justo pellentesque viverra pede
emulation,77-051-4950,$70369.09,7/8/2016,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu
ability,61-189-0923,$11311.15,5/11/2016,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer
bottom-line,44-931-0480,$48199.96,4/8/2016,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea
budgetary management,21-453-5430,$63182.60,2/14/2016,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu
Integrated,41-623-4813,$1248.07,11/1/2015,sapien urna pretium nisl ut volutpat sapien arcu sed augue
static,45-022-7893,$15722.60,3/14/2016,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi
User-friendly,82-712-2935,$6702.59,10/7/2015,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in
support,63-680-2982,$11102.60,10/12/2015,mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi
initiative,95-831-3718,$16659.72,4/23/2016,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien
zero tolerance,14-266-4043,$64719.96,4/15/2016,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet
artificial intelligence,53-390-1024,$2583.95,9/2/2016,pede malesuada in imperdiet et commodo vulputate justo in blandit
Multi-channelled,14-125-4595,$76909.81,12/14/2015,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis
groupware,85-907-8880,$92405.97,9/22/2015,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet
function,97-880-8406,$797.51,1/3/2016,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit
Upgradable,12-667-8268,$3577.32,4/21/2016,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam
Configurable,55-425-7665,$80715.57,11/27/2015,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis
zero administration,61-738-2315,$47235.66,4/27/2016,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus
database,82-835-1060,$46601.35,9/11/2015,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor
modular,03-419-0569,$37863.20,12/25/2015,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula
Profound,87-250-8169,$87509.41,2/14/2016,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit
capability,08-407-3849,$85311.10,8/28/2016,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi
Customer-focused,73-039-1932,$90590.08,8/21/2016,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor
solution,55-748-8618,$26106.85,6/18/2016,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta
Innovative,20-395-3063,$5718.50,11/12/2015,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas
Centralized,45-947-3850,$69917.54,4/3/2016,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus
model,87-377-1929,$5416.12,11/4/2015,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna
archive,92-740-2581,$72452.95,1/31/2016,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et
focus group,97-986-4265,$31985.64,1/3/2016,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit
approach,43-462-0196,$39193.09,1/9/2016,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis
Self-enabling,42-794-4441,$397.66,8/6/2016,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in
focus group,35-719-3045,$22765.67,12/4/2015,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus
global,17-627-0089,$27167.05,9/24/2015,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis
stable,90-296-8351,$72715.60,11/4/2015,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis
contextually-based,50-182-1575,$42806.48,5/29/2016,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam
parallelism,30-187-6981,$99672.64,3/31/2016,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum
zero tolerance,14-151-3271,$11059.97,9/14/2015,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac
5th generation,26-910-1061,$97523.61,10/8/2015,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed
bifurcated,00-280-4850,$28557.25,6/28/2016,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend
